feature,importance_mean,importance_std
precipitation_is_missing,0.0,0.0
water_level_is_missing,0.0,0.0
water_level_raw,0.0,0.0
valid_pixels_roll_max_14,0.0,0.0
water_level_roll_min_28,0.0,0.0
air_pressure_roll_max_28,0.0,0.0
valid_pixels_roll_min_7,0.0,0.0
water_temperature_is_missing,0.0,0.0
water_temperature_raw,0.0,0.0
water_temperature_roll_min_14,0.0,0.0
valid_pixels_raw,0.0,0.0
valid_pixels_is_missing,0.0,0.0
total_pixels_roll_max_28,0.0,0.0
air_temperature_is_missing,0.0,0.0
air_pressure_raw,0.0,0.0
Watt_per_m2_is_missing,0.0,0.0
wind_avg_is_missing,0.0,0.0
temp_min_raw,0.0,0.0
temp_min_roll_min_14,0.0,0.0
temp_min_is_missing,0.0,0.0
temp_min_roll_max_14,0.0,0.0
temp_max_roll_max_14,0.0,0.0
temp_min_roll_min_28,0.0,0.0
temp_max_roll_max_7,0.0,0.0
wind_avg_raw,0.0,0.0
air_pressure_is_missing,0.0,0.0
Oa21_reflectance_raw,0.0,0.0
temp_max_raw,0.0,0.0
temp_max_is_missing,0.0,0.0
wind_speed_2m_raw,0.0,0.0
precipitation_roll_min_28,0.0,0.0
wind_speed_2m_roll_min_7,0.0,0.0
precipitation_roll_min_14,0.0,0.0
water_temperature_roll_max_28,0.0,0.0
total_pixels_roll_max_7,0.0,0.0
rho_681_roll_mean_7,0.0,0.0
rho_681_roll_mean_28,0.0,0.0
rho_709_raw,0.0,0.0
rho_709_is_missing,0.0,0.0
rho_681_roll_max_28,0.0,0.0
rho_681_roll_min_28,0.0,0.0
rho_681_roll_std_28,0.0,0.0
temp_min_roll_max_7,0.0,0.0
ADG443_NN_is_missing,0.0,0.0
rho_681_roll_max_14,0.0,0.0
rho_709_lag_7,0.0,0.0
rho_681_roll_min_14,0.0,0.0
rho_681_roll_std_14,0.0,0.0
rho_681_roll_mean_14,0.0,0.0
ADG443_NN_raw,0.0,0.0
rho_681_roll_max_7,0.0,0.0
rho_681_roll_min_7,0.0,0.0
rho_681_roll_std_7,0.0,0.0
rho_709_lag_1,0.0,0.0
rho_709_lag_14,0.0,0.0
Watt_per_m2_raw,0.0,0.0
rho_709_roll_max_14,0.0,0.0
A865_is_missing,0.0,0.0
total_pixels_raw,0.0,0.0
total_pixels_is_missing,0.0,0.0
rho_709_roll_max_28,0.0,0.0
rho_709_roll_min_28,0.0,0.0
rho_709_roll_std_28,0.0,0.0
rho_709_roll_mean_28,0.0,0.0
rho_709_roll_min_14,0.0,0.0
rho_709_lag_28,0.0,0.0
A865_raw,0.0,0.0
rho_709_roll_std_14,0.0,0.0
rho_709_roll_mean_14,0.0,0.0
rho_709_roll_max_7,0.0,0.0
rho_709_roll_min_7,0.0,0.0
rho_709_roll_std_7,0.0,0.0
rho_709_roll_mean_7,0.0,0.0
wind_speed_2m_is_missing,0.0,0.0
Oa21_reflectance_roll_mean_14,0.0,0.0
Oa21_reflectance_is_missing,0.0,0.0
Oa07_reflectance_is_missing,0.0,0.0
Oa06_reflectance_roll_max_14,0.0,0.0
Oa06_reflectance_roll_std_14,0.0,0.0
Oa06_reflectance_roll_min_7,0.0,0.0
Oa06_reflectance_roll_mean_7,0.0,0.0
Oa06_reflectance_raw,0.0,0.0
Oa06_reflectance_is_missing,0.0,0.0
Oa05_reflectance_roll_max_28,0.0,0.0
Oa05_reflectance_roll_std_28,0.0,0.0
Oa05_reflectance_roll_mean_28,0.0,0.0
Oa05_reflectance_roll_mean_14,0.0,0.0
Oa05_reflectance_roll_max_7,0.0,0.0
Oa05_reflectance_roll_min_7,0.0,0.0
Oa05_reflectance_roll_std_7,0.0,0.0
Oa05_reflectance_roll_mean_7,0.0,0.0
Oa05_reflectance_lag_28,0.0,0.0
Oa05_reflectance_lag_1,0.0,0.0
Oa05_reflectance_raw,0.0,0.0
Oa05_reflectance_is_missing,0.0,0.0
Oa04_reflectance_roll_std_28,0.0,0.0
Oa04_reflectance_roll_max_14,0.0,0.0
Oa04_reflectance_roll_min_14,0.0,0.0
Oa04_reflectance_roll_mean_14,0.0,0.0
Oa18_reflectance_roll_max_28,0.0,0.0
Oa04_reflectance_lag_28,0.0,0.0
Oa04_reflectance_raw,0.0,0.0
Oa06_reflectance_roll_max_28,0.0,0.0
Oa07_reflectance_raw,0.0,0.0
Oa10_reflectance_is_missing,0.0,0.0
Oa07_reflectance_lag_14,0.0,0.0
Oa09_reflectance_roll_max_14,0.0,0.0
Oa09_reflectance_roll_mean_14,0.0,0.0
Oa09_reflectance_roll_max_7,0.0,0.0
Oa09_reflectance_roll_min_7,0.0,0.0
Oa09_reflectance_raw,0.0,0.0
Oa09_reflectance_is_missing,0.0,0.0
Oa08_reflectance_roll_max_28,0.0,0.0
Oa08_reflectance_roll_min_28,0.0,0.0
Oa08_reflectance_roll_std_28,0.0,0.0
Oa08_reflectance_roll_mean_28,0.0,0.0
Oa08_reflectance_roll_max_14,0.0,0.0
Oa08_reflectance_roll_std_14,0.0,0.0
Oa08_reflectance_roll_mean_14,0.0,0.0
Oa08_reflectance_roll_max_7,0.0,0.0
Oa08_reflectance_roll_min_7,0.0,0.0
Oa08_reflectance_roll_std_7,0.0,0.0
Oa08_reflectance_lag_7,0.0,0.0
Oa08_reflectance_raw,0.0,0.0
Oa08_reflectance_is_missing,0.0,0.0
Oa07_reflectance_roll_max_28,0.0,0.0
Oa07_reflectance_roll_min_28,0.0,0.0
Oa07_reflectance_roll_std_28,0.0,0.0
Oa07_reflectance_roll_mean_28,0.0,0.0
Oa07_reflectance_roll_max_14,0.0,0.0
Oa07_reflectance_roll_max_7,0.0,0.0
Oa04_reflectance_is_missing,0.0,0.0
Oa03_reflectance_roll_std_28,0.0,0.0
Oa03_reflectance_roll_max_14,0.0,0.0
Oa03_reflectance_roll_mean_14,0.0,0.0
